text,label
zinaashi amiiiiiiiiin zalima kaasii rabbii nura motumaa naafxanyaaatii abiyot kaasi,1
barattu dhiisiin sinin dhageessisa kooluu qopheefadha qormaachuu dandaan dhugumatti wareegameef,1
jallisa sirbaan mormiin australia abaluun mormii dureedha morma alangaa abaaluuttan,1
qaamoleen gaame qajeelfamaa federaalaas duukam lammi oolchu lakkoofsaafi egsiisuun freebekelegerba,0
waraannu cinaacha filannoon wontoota cattiin qabsaauudha marshallumzo kaalchoo waraanan tiksitootaaf,0
adanech kantiibaan abebe kemzeikone kemzelu zawtwela gelitsom shemet nbaal miidhagsan,0
lolan danshaa lola milishaan humeraatti adoolessa raayaa kabachiisuu isniina milishaa,0
absiniyaa illaalii ilaalime intala cimaadha xiqata ilaalaa message abshaala adaraa,0
elite hunddatti maaloo atm naati kafaallichisa bittamtu maltaa negas gargartani,0
ragaan ragaadha udaan ragaati himamne heerumtee sanaati jetaan funaansa izema,1
nyaatanii nyaachuunis daballufii nyaattan mmadda nyaattaa wayyaanetu nyaatudha nyaate nyaatta,0
wayyaaneen wayyaanee copy somalerraa lallabuuf ntarkaanfiin nugoote nyaattudha basaastuu kanumarra,1
yunivarsiitii yuneversitichatti eebbifaman koroonaatiif woldiyaa vaayiresii doolloo barame simate dambi,0
milli abba efreemiif abbaayye abbaanis tatee abb millaa ittii argina,0
fayyita fayyi dhukkubbi isnii fayyisu dhugi fayyinu alhamudulillah uuuuff amaariffi,1
fardda gaallaati diinaa girriisaa juntaafi shaneen sey muratte kate balalleefaana,1
bareedina bareedduu baressa bareedduudha lakkofsa dubartiifi dinqatti bareefamin vaulter dubartii,1
flashback yaadda hiraarin tsgayee phantahun khanaan jalqabarran jallisuutti jabaaddhu ilaaluutu,1
ulfaadhu ulfadhaa ulfaadha kiniinaan polotica sijaaladhaa faayyaan anamu akkamirratti hawwaa,0
tezaribomna numokorin abbooo kijiba dhiisaa dhiben rabii abboo aboo abbo,0
waldichaa waldichi waldichaaf walgahicha keewwata yaadota bahannee waliirra dookimantii ehde,0
yaadi gooftaa dub hacaluun seenteen gootica bittinneechaallee hray fixxeemoo mudi,0
haaballeessinu hatatamaan hattuus hatuu hattuu furamuu hatyuu hatuuni ixopiyaa solaayyuu,0
safar group terrorist minilik yaminilik erigamitu qomaxichi oromiya extremist big,1
bishaatetta antee darbatanii azimutti bishooftuudha dafiisi laafinatti waadu halaltuu deemu,1
lubummaa lubun dhibichaan abuunee boqochuu betsue phaaphaasii lubbuun maarqos abune,0
caaslugaa jechootaa horataniidha silabasii qabiyyee dubbisuu ogummaa hiika kaayyoon horatanii,0
jechootaa fayyadamni barbaachisafi barbaachisaafi fayyadamnii faarfannaa murteessa abbichuuti hindiigamtu diigamanii,0
bulugu hadhaake kuloo kulloo wasek donkey saboonnis hagaasa buulli shake,1
gamane ishaneen bekkina sabbontota dashan jeenaa baqalaan american gawaa hanqatee,1
kanni injiifanon ijifannoon injifannoon ifu umatta dulachi qolomata iftoominaafi injifannoo,0
haballessuu haadhageettuu rabini hawwiiin hajabesuu saalphisuu habalesu rabinii gotadha shaneene,1
mucaa zinaa bilcheesse lenicichaa ibiddaati geze baadiyyaati mufatta murama mullachaa,0
gah walumanii walumaanuu walumaan gammane walaloodha sillee meron walqixaa dereje,0
badaa bada geeseee dhooqee wasakaa badi badee yanni namicho duwwa,1
sobduudha wq ezkel uffeeee sobadha das cundhuuraadha sobe sobduun suma,1
wadala rawuu waaqa samiiti waaw waaqolii waaree barbaanne waanan haadha,1
yakkaman hhhhhh gogiinsa hidhamu zeyfarkhani doktoiyee suntuuruu goiter diqqa democracy,1
bay nyaadhus wolaah somaa galaatomi gubba dhukkubbaa nyaanni ulfaata ormaa,1
hepatitis tiruu kallen kidney sabbata yallumani tokkumaayi tutuqeeyoo fail dhiitessuu,0
atm jirukaaa sirreessuu dandeenyee dirirsa sirrachuu rakkotu ammayyuu hafa sirressaa,0
badi asii kottu janamora korommii koonkaa kijabaaf jazbba figini fanaddayi,1
tumse miidhagdaam aabba diinaf callisni gaariidha baay addadha eedha dagate,1
millii galakisi download tahuti milii mataa ehp hintahuu saahibii miilli,1
hiyyoomsuu dadhabu girrisaan filannoon nyaachuuniyyuu cufee waraanee qabanne qabsoodha dhabu,1
oolaniiti qurxumichii inhuman ciibse lecichaa dandahamuus giddisu fixeensi wayittuu bittinneessuu,1
xuxe wayyen ammale xuxxuqe xuxani dhungatee dhiiga uxue murriqii galemale,0
dhufte farranagaan ijaaf dhiyee saaa gurra farshoo jawwee yihun kuush,1
narsiistii narsii narsiin faarsinaa mesrati curmudgeon qubsiistuu tekasi merahi narsiis,0
iraat hoganon jiiran jiiru gaallaat jiiraa ajesaa opdodha unity mulatuf,0
cileetiin evil gecho clash end baduu qodaa loluu hammasiif dirashin,0
duwwaa bulgichaa hawwatan teessoon bakakkaa dursinee kitaabicha bahukedhaka keedhaka arrsii,0
mekellee afranuu kooramii miillaa gootichi mekelleetti miidhiin hambaalee seenuu atamtee,0
woreegamtoota jaabaadha wbof fanaa jirraa qarreen mezaqum waraabamu ihum sinbukkee,0
nadhukuba bayee bayaan nadhukubaa anile dudaa baye nadhuukuuba hongnee kajelee,1
oluma liqimsi qicatee olumaaf mim liqqimsii bishaantu warqii liqi liqimse,1
leebaaaa salamaaa leenca lebaa leba bagatimte akassii leecaa argiteeta leencumaa,1
usyasareeyashaneekalb wayine wayyaanee waay remedan sharrii ugguure liberal wayyaaneetu radical,1
democracy real balderas adp party baalderas rebalderasne asimba roobit democratic,0
awwaluun bilisomtee wayyaaneedha oromiyaan shaneen hinargattu gonguuma rafteeti feedhee debbitutii,1
dhalootaa hawwa ahwatey hanuma raawwatama ateedha dhaloota dhimmamtu hawwachuun shororkeessitootaaf,0
nefxenyaa gubbatti angoo abyi feetu ammaas korpheessa deebia wallagni kootaatii,1
minilik abiyoot ilima bineensaa dwon zipp tofiiq tazita ziinashii gow,1
dhatee octodox bilibilaa bilbilte nabise juhar dhangalaase fudhuu jeeqneef biyeeti,0
ibiddaa tilmasareemamu qaqqabeen qabeenyi sodaa booleetti oreenj tilmasareemaaman gulilaat kolfee,0
dhaga dhagaa amnne dabesaa naagan woow cabsi aaga baaga came,1
fincaan dantaan finfinnerra fincansisu iftaan malidha fincan rakkon fincaansan jahanama,1
macheedhaan lubbu tuqinaa muruu buuuraa luba lubummaa giltos egachaa yosani,1
shall wacaa butame bobbaase barreeffamee ijaaree naafxanyaaadha free warraaqsa asi,1
galatoomi galatoomii barumsaa galllatomii galatoomia bardhee gaafiii barsiftaani gallattooma lommiin,0
sihaagubu balleessi rabbiin messii saphisuu barattotaa saphiite dedebitanii rabbisi fixxii,1
dullattii dawun dullacha dullattidha uuuuuffff wii dubri dullaati dullatti geese,1
shaneen diina oroomoti diigamti shaneedha diinni diinaa opdo shanee ,1
hambaa nafxanya nfxng saroota naftaanyaa nafixanya nafaxnya bitaamtuu sareee awalu,1
irgamtuu womaa intalisheen intalishee ficcisiise abdiillee maraate fugnah sestyle finfene,1
malaa hafesi binesa nuru habasu abbichuun bilisuman base abba ijjike,1
naafxanyaaa gonna pp fakkenyaaf kuloo iimaan nafyad motumaa farda lammii,1
xiinxala xiinxalaa caamfateeti makinnaa cacabaa caccabda caccabsin calqabe xiinxalaan cituun,0
metewi hawai seriom ketfu masjiidotaa anta himna hiikni afurtama namara,1
wallaalummaa bzaabaa kamchau fateh islaamummaan islaamaa islaamummaa khistib caqaseeti itayu,1
sareedha dorgomaadha sareedhaa yaayyaa sinyaate yabiyyi salpatti taayyen taayyeen caalaan,1
agarsiisi melekuse infuleenzaa tabatuu idileef tigrinyaati deddeebi ankan bonasii ilkaan,1
dwon dawon dwad opdo habtaamuu ilmasaree wayyaanee saree  ,1
kiijiiba ussuu got sareee ilama abiyii dhaltee hadha uuuuuuuuuuuuuufff uusuuu,1
daon dawoon opdoo fezalech fired goteee dearma ajiofte albaate midiya,1
calaw guratti bokokee gaher miseesoni gubateee qabni tahi gurratti gubatte,1
rakkisa dhukkubi rakkisati mirraa obsetuma fudhdhe nechala tshu naaran tibii,1
maraatte hinbeektan warronni arrabsitan olgaragaltee akkassi qeeqatanii bayiii maraadheera iyyisiisi,1
basmati hoogannaa gamadanii unso jemal namatti tola funaaneeti baayyatellee gadiite,1
matumtii deebitu hamtuun diinatti woldea nasugaajaatti muudamte hindadhabsiisu gootummadhaa ansham,0
finfine finfinee sheekkoo bekksisa korman yani adas ragaadhaan irrechaa qalamuu,0
nafxanyaan boris boros wayyeenis gaallaati fuulduraas kalees borus kaleessas hayyee,1
shaneeni farra gurra egalteee fartun farranagaaha misomiti mismaati dhowitte wallgaati,1
jamal munaafiqaa kadir gantuuu khasaarte kasaartee kufi kalbaa jirtidakkkkk nuttin,1
kemzatu ysmae azekti luti zerba abba abeba gaffadhu kid garmii,0
gadhee kanatii gadhe aqaaf simiti nseha jechukeedha gahani forooshka tamalashaatu,1
dawed fanifamu dawud fannifamu fannifamuu ummatta kurnaffaadha fanifamuu fannifama dabarsinu,0
afuuftuu geggeeffamta fookuu afufuttu afuftii affuftuu darsaa afuuffee dem uss,1
waaqa rafta qimmidiin turssaa harassment jabeessitu argudha sagaarano qunnamnu kaasahe,1
boqadhuu boosanis gaafadhaka sobdani baankichii nagan fahu waman wakal bukeekesan,1
jetteeree jetta jettaa oboleessoo jettere ante kanahoo gurba jettaan waayee,0
hyundai qorichan qeerroo buti qabaniti hitaa baanedha malo caancoo xumurte,0
akkana gotan turreemi tsi kitilla bashaannana wow kardii kotti nadhukuubaa,1
galtuu galmooftaniittuu farsoo filachuuf qooyi galchaa homtu ethopia ante zero,1
bayee barumusaa jabbatara umatatii hudinu jabbadha shantam garidhaa wontii basaa,0
taabota harargees gurguramte taayyeedha argatteen ashkinaido bekamte guduunfattee gurguramta duroomte,0
jabadhuu towbadhu jalannaa mahamb jabadhu jalalaa jowar gargaruu kabade kaafiraa,0
isaanitt goomma makiina fannisani miilaan yaadu usii kasaarse mimaal qufitee,1
ortodoksiin ortodoksii akhrerti nabtii memahrata bagulbab ortodoksoonni lallabdu khandii dubbisna,0
qusata hiyyeessaaf liqeessitu hiyyeessaafis sooreyyiif liqeessine dureessa michuun qusatanif abdallahi,0
bitinneessa hiriyyake tayyeedha oromiyyaatti sirachuu dinnii murna oroomo warraan hadyii,1
habashoonni harkaakicha xumurredha marton harcaan eskireen harroonni harkifata fuuldura zeikone,1
nudheradhuu umurii umuri afurtamaatti dheeraadhuu dheerraadhuu dherina dheradhu umirii mashalaa,1
gantuudha opdoon ergamtuudha arbbsin opdondha sinakenya jaare dheereyfatani ashkariidha opdon,1
bitamtuu bittaamtu galaabaxaami eshee dhagayuu abbaagaraa bitamtoota arrabsitu kuloo kutuu,1
butamuun yaldeessa yablaena nabarber eeggadhugas yaadessaree yakkamtuudha yakkamaa yaabbataa yaabbatan,1
tayyee waraninii demetaa irsaa tayyiitttii tessaa kofalchisinkaa salpisan siisalaharree gulaaltota,1
beektuu ajeefamuu ajaayiiba goombisu bochiisuu booyuu ajessu buqisuu ajjeessu ajjeessuu,1
bully gumz tulltula bocaafi betty ajjeeftee bareedinni benshagul iinsaan benshangul,0
unesco aadaaf duuka ardaa galmee jilaa cuuphaa galmaa hayiluu sirnichi,0
sodomaa gaheessi kennitan dursuun ethiopiyaa gariidha gargaaruun gaaridha raaccitiin naadeebisi,0
jechaatti maxxanse jechoonni aattiti maxxaansii guuyyumaa rambling haadhoofi dhangalaasinaa uumamteen,0
oromoodha oromogala mmhar brazil war leenca oroomo yaadde oromummaan tatee,1
ibaa ajaa debrebarhan moron kerona fakkeessite qeeqame anbar juhar galeessaatti,1
ibiddii beeka himatamtoota garbuutu jiraanne postiin balleesite isne badiisaa gubaa,0
wayanee fayitee sodadhaf shanemo xinxillaa shaneerra wooyi wayyaanee midiya suma,1
general major daraaraan tarkaanfachaa sherif gootichi yene lt divisional suyumna,1
liqaa bilisaa dhalaarrra liqeesu maseenuma mijjeessaaf liqeeffattuu muslimmaatiif ummat dhabbaatu,0
abiyiisaree abiyisareee abiy       ,1
arabiyaatti dubbataman dubbatamuu uuuuuuuuuuuuffffff afaanfajjeessuuoota irraat ud afrikaa saa yugaandaa,0
oduu jedharee hangsaan toostii qusadha abaan calli seenaaf callisuu breaking,1
beeylada beeliinaa beekees beekta beeytaa rabbitu beekaa beekneef beelaa beektaa,0
malaammaltummaa boren malammalttummaan kesei leeyyaasisa malaammalttumaa dirqamtanii kerian malammaaltu bekkamutti,1
hubanutti hubanna lukanii keeyyatichaa hubannutti kanfaltiin hubachisa walfakkaatuu kanfalamuu xiyyeffannoon,1
boo makha dherradhu tsbukuk minjaalaatti maashaallah jaabadhu ummanni boonsitan kasaree,1
herregaa beekumsaati saayikoloojiitiin posoti fullaafameera doktoo saayinsiitu hubatuu barnoonni ulfaatu,1
zelgs nmfsas tigrewai hadi nudha qoritee leencako goriika hubadheraa kedaat,1
duuyda sabrii rahmataaf malatto gubaan maaliti girrisu namattidhufa tiif maaliif,1
waldorgomsiifaman sheeri waldorgommii waldoota dhokataa kileeboota waldorgommiin waldorgomsiissuudha waldorgomu whgo,1
erganiifii abiiyotii xahiree hbyii bakaattii jenneeeee afifii adaadii awalli abbutii,1
akkamii ballessiinnaa akmiii odeessii fooyyaiinsi cophixxoo oduukee oduuke treatmentii achmati,0
jedhamuun heey jedhin uusuu aryouni baduqabdi desu melkerdek lovel gerem,0
lakki teesso kopheen uumamaati tokkichaa uffattu teekuwaandoo jedhuudha fedheyyuu hattoonni,1
labisee siyyasatii qumarii baxaxina anatis ime beckerstian kessatin baasnellee khadii,1
dhaabani buqqisaatti tumet qaaraa kadhatan daboo moodhugaa dubbisaatti kafatee mendoka,0
hiikkaan debrit safuutiin sigigaatti fareng kabachiisuu dogoggora deggerru biqiltuutti deebiamee,0
amanamummaa fakkeessaadha qabanee sahaleen ayashun amanamummaati laaffiseera cabsinu godheera daabboon,0
eenyummaa ibsuudha xabattaa wajaan hadheeffata eenynu eenyufaadha alaabaa eenyummaan hammeessa,1
shani serran meqatii fiixaa tenya isinin bulchin jetani jirtaan dawwaadhaa,1
eessaa geessan durfiin tayyish eechaan geenne giyooniin waliinuu isniina badde,0
rookkeettii rookeetotni furguggisu kuufamanii kuusaa barbadeessan insider dhokatee rookkeetiin saanduqa,0
gaallaati diina shaneen wrong shanen shaneeni    ,1
seeneessaa ustaazuu hanyi billaachi ustaazu dhakaatti uwwisti ustaad asif maratuu,0
haabinnuufi mijjeessaa ijara ijarra haarcaasaa hajaa hafii taahuu hawwuun meee,1
atuma galmeessina tole ajaji adabu balleessaa balleessi tatekaa seexannis balleesseeti,0
baresi bilbil barbada aartiiti org nadebisu dhaxii bahusaa dhaddeedha depa,0
istinjaa hidhamaniidha mudhatuu malif anani uttuu qunamtii namanii godhiin godhuun,1
jechisiisan barruun tokkodha barreeffama ibsituu iinsadha ijjolleen itiyophiyaaf kaanattu liqeeffattoota,0
humeraa humera humeraatti wolkait invastaroota humeraan tng gondar hadoochu abmed,0
namicha godhamnee ofinu giti keetittii qabene fiddanii seetee maalin namichoo,0
keeti kufaatiirra oolchineerra dhirsii eebbifamteetta adeera keetis nafxii keetiin dhugaa,0
dow fakkanee hasafa asittiis namishii danbidooloo jittaa fotoqee fakkessina keeenna,1
goosota barbanetii naganii hatauu funannamuu sifi gafachu gaaf hod eeyamadha,0
shamtuu shamtu roza eergasi isiinf salamii jetu shanee  ,1
dinqaa beekmsi beeknettii dubartii yaadamaa omaa yoota beekumsi kufnneem iccittii,0
guddifnee areaia gogoo zwetsa goonu nadebisi gohaf kiyyaa goggogaa gobanaa,0
kurtu festala sakawate jalqabafu sadali kataa ibsiise addaddaatiin amoo jeta,0
kofalchiiftee balaaleffatamaniiru guddifadhe borcinii qabeyyii makami lubbuu muuddii hattuus lubummaan,0
gadafiti nagummaa beke naftegna duti afuftuu koottu gaffii gamatti gaheeraa,0
wayyanes tplf kufeeram assassination defeated shaneef olf tplfi fall responsible,1
gantuufigaltuudhakaa hinbeeytuu godheti dara shane hinbeekne dinaa hatuu daraa wayane,1
argatin sandja liqeefadhare xiqaaate gaafanuu deebistaanuu gaaffan gaafachan geggeessitu gaafiin,0
xoopiya eprdf koondomii wayyaanee tortortuu dugdiikoo teamlemma qeerroopower qeerroomustrule peoplepower,1
feesbuukii isaanirratti fuula hiiqinsa alaafi injinaar gibira dabarsaniin walirraa achuusaanii,0
jireenyaati jireenyaatu baafachufi isatu afuura coraan jilbeenfachiisi footodhan jireenya jiraachuuf,0
salphina shuxaamhcfrx shuuxam shubbisne salphinaatti salphiina salphinaa salphatu jajuu jaarsoliin,1
reoonni hujji huunda seexanati hujii hojjiin kesanii horiin nyaadhu fufuu,1
bareduf uffiiti tokosi dibata diddi fila ibida iti muddii adii,0
siyaasni siibbira inafuu wallargan achiti ganu musliimonni yihudoonni banaadha tarsiimoon,0
walaallatuu dubrtii maatiif barattee ibsachaa dubbichaan daduniii susuuu ahtochi magarsiinaa,0
saxaxa filachuun kamitu saxaxni iddattoo qoranno qorannon adeemsiifamuu xiyyeeffata mijataa,0
dubbiin dubbifadhu dubbatteetta ooliin dubbatte ifni dhumte sirrii hahaha ifu,0
dubbii zeysemaa xiinxaltee jawariin qalbeeffadhaa kaassina dage faalame caqasaa bekna,0
weeddisaa daakta dx boordii dhirsi valley qabatama niitii filatamtaniif qotutti,0
imama ormmaatti hammachaa maalii maalidha fiida nabaye maannii furtu akmidhaa,0
abichuu abichu gubing abichuuuuuuu injifaataa xopiya shororokesadhaa fulduraati holla biraavoo,1
jijjiirte sobbii baranaf lallabde intaloon diriirsee kasaree barsiisi barreeffamu abohagoi,1
gudda madam gadden addatii qunnaamaa saganttan dhiphee dubbachuf bayyeee guyyan,0
ragaalen qabama magarsu kharaa iirra hummamee gambaritti hagargaaru cincaan maraanuu,0
guttannaa caffee odaafi qara garagaraatiif argannee hammatanii qabannee ilkaan tulluu,0
jaallanko ortoon ajeecha sukaneessa gumaasa turin ortodoksii ortodoksiidha qoserom jedhamneef,0
daangefama lufa boqonnaalee qoodamuudha rr qorannoon biilaatti adeemsiifame dippiloomaa qacceedhaan,0
jaalanne dullooman dabaat reeffa reefu duan dagatamuu nugubateef baamsee eeynu,1
waltajjii waltajjiin konstiraakshinii biyyaagodaantuualeessaa hubannaa eyyemni dhoowwatan waltajjichi jigjigaa ceesisuurratti,1
shaneedha goobanaan wly       ,1
deeggaraa harkuma aikoon taatedha blues tursa demeraan dargaggeessa haleelaa aarse,1
bulte buloo bukoo hangassanoo bocool baatemoo bulguu king jawee ,1
abyii jimmaan diqalaa baka minilik qurcii jalaati hudhii wollamoo bakaan,1
atm jirrehoo jaalannerra onnachuun baankichatu jajjabeeffamuus gargaarera dhabaan fayyadamaa ittis,0
hawwa hundaaf hiriyoota jetteka haamnaan bashannanu harreedhaaf hororamaa mijeesitaan boqotan,0
daldalaadha atm mmanay paraadiin jenina qdmi kariyaga dulloomaadha guutaan meeqaatti,0
jechamaa akamalee afaanfajjeessuuichaaf hiikni dubbataa dhuunfaan argadhu hi fiigdeyyuu chmeraa,0
fuula fageessinu abshaalli guuttata dabarsiteyu namaratti narsii fuulaafi faayya finniisa,0
dhuga jetuumitti jeedhiiiiiiiiiiiii jete faayoo sodaatta dhugaa goggogaa hadhaawaa ,0
appelii tumuus himuu xuriin adb cittoo muruu deemii ohde xuuxuu,0
addan fudhadhen deebineo ajefame buqahe shihen shewaate oliigadii argakee hololuma,0
fullaasoo borataa unkuteessu nabtichaa abbaankee abbaati galatmooi pppp haadhakee faandoo,0
tigree neftagna haaynaa gezu merhab qabila nyaatan wolo kolfu dursu,0
tigraayiif lihkan tigraays cufadhaa ariifachuun filatti badhaatedha tigraay tigiraayiif dhaabnu,0
balleessaf awwaaludha mqa faresekele qophoofnu manetekel caamada tawbadhaa tarar abaarsi,0
waaqayyo araara araaramu gochuuf amiira galateeffadhu eebbisu hundumaaf nebs dandeettii,0
kiristaanaa luba geez akhraarii sinoodota hiba megletsi ortodoksii paastariin abbummaa,0
qadan maacalistan bombi rooban gubattee barbaadan mulqaman proosasi dabarfachuudha barbaadanfi,0
furmaati docto maaljetu rakkoti furmaannisaa gerefu furmaanni derje maaliree furmaata,0
lola lolaaf beeljigiin injifatanis lolamu hey ergite gabaabsi ames wayyaanetu,0
eegi tete hasayin eenyuu pole hhhhhhh cha took malloo cabe,0
jechuudhaa tahetu hikni taanika jechuusaati jeelota jechuunsaa jechuudhagaa mal jechufi,0
kakadha kaafir kaayameera namelem kahadi aanudha kadhannaaf kaffaleera khaliifa kaannu,0
suuraa suuraq duuritii fayyuma sujuudaa odessuu ilaalachaa qabumo suuraan brazil,1
gantuuutu yaabara galtuufi ayiii sagaagaltuu guba dubii firoomfatan gugeen galmeessineerra,0
gojam kmalam gojamen anfet gonder adn adgi hayli hlekit noromia,0
nih ifaati balaqqeessa bakki ogaden weerartoota amatan kutatu mahamud abdani,0
booranaa haaguutu boollasaanii horsiisee daadhiin raanchiin dhukubsataa dilloo hoongoytee hoongahi,0
musliimootaaf mijjeessaa gubaniif michu ajjeesaniif jahannam ziyoonistoota zaayi soresaaf hiyyeesi,0
miikii miilla dondii analoogii ergatu bulgaa deetsiin zebere gubu amaara,0
koronaan eee ipoyaan haratu jechumafi duratu jirufani harayadha dhufeti darbitan,0
hiine qaayidaa hidhama tarkaanfii fudhatudha bilchaataa hordofamaa salphinni aed dhaabbannu,0
kanamii yaabba nyattaniif sodda shantam hubannuu sobda haccee hanfaasafa olqabacha,0
karkaaro doluutu titisa hunddatu huumna sosohajedhaan jatexurumba soddoota haana baaleti,1
gootota gungumu gootemoo jajabbee polar gootaata lash break goota gootni,0
tayee taye tayyeen harreedha tayeedha kaemo hattaan hatameera style tayyen,0
keessumessurratii beelessuun sabbatati nesutsutge keessaanis furmanannii firfirsitee mahoi kessumesuu kiyaalee,0
lammiilen darbun pirotestaantii kiristaanatti yehudootaa marfaman lammiin koroonan lammiileen galchaniin,1
adeemsiisuu quunnamtii fufi icciii biduu adunyaafuu adeemsisudha ficcisiiste ooleetan amantif,0
kfo blisuma ojjette qarroo atwo opdo abo fala opdon qofa,0
haacaalu naftenyummaan naftanyaan baatanus habashuumma wafi amantanus amad eyyame ajjeesse,0
beekumoo seequun mudannoo dhaqabaa mudata kafatu muddaatee jirakaa waayyoo omotic,0
nano nanoo hararge opdora rabuma gaallaarat jiiran jaru dhaqnee adaw,0
abiyyii milika dolarraa zinnara gadheti dhorgate aduunyaan marattuu nobelii saree,1
nyaatin dafe mallattoo hagonuu fincansis mallattooleesaa ibsitaan fucanitu malliif dokatora,0
zubaala hus hilmoo diqaala sharmuuxa fincaan harree karishaa slma fincane,0
mulachaa jachatuma musuliima mallaa usuu mallattoon jachaa maalat hojanee narti,0
bineensa daraartuu emam joleetan hindhagenyee dandeessaam walnyaatu nyaattu doktora bineessa,1
eegdan kennetti cimsinee gaafanna hiikkachuu argattanitti qusachuu milishaa argattutti hidhannoo,0
jettaniimiiree boqonnawwan doorsifamte mirgoolee janho qotilee hinqottu saaxilina shaakkiin galateeffataniifi,0
harrettu saadaamaaf garaara deebiteetta ijaarratu sadamaatti dongoruu fufurdaa waldees qabsawa,0
dhamaee dhamasa rayya abba maccaa dhisu liilamalee boombaa mormamaaluqabda atimmo,0
besti mililkii sanyii sareef muca sareeee deemii safarii sanyi woyii,0
fakkatu keessii qore jechii garii waanttonni buketii bunaale dakkamte ertirati,0
daljeessa atiyu sareedha ahamadii hajeesuu abdulassi atiito sihnyatu abiyyiraa rahuu,0
isxifaanos lallaba hiyyeessaati hibriid asterio seexanaa sassaabduu aaru fantahun rhus,0
araarsu geggeessitoota maatewos koppii habashaaf issina jedhama imaama waaqayyoo zeisar,0
gargaaramte gaaffiidha funaanamu akkamtaa sanadni funaansa annoodhaf hacuuce mararraa dhakatayu,0
minnesota tokee hidaan gudifna ofilaala tolu congratulation ofittoo dadhabnu atlaantaa,0
ragaa lakk poolisiiti faallaadha kaasne bekele baane ffaa ba ee,0
papo gootakoo alaba kallacha girroof gooftole goosisa maln dirmadhu jirasaa,1
betel finfine finffinnee hiisifte ajjeesisuu diddanii yuniversitii raabsuu mii adi,1
jaandaan pole paastariin ortodoksii islaamaati utaalee argina ndahar islaamummaadha north,0
haarcaatuu beektaan yes cabise abbaani balleesa ormii homa kamaal arraba,0
qorichaa wareersinaa nutimii diriirfadhaa forforii forofoorii fuutuu qorataayii sheexanni nutoo,0
buan tarreessi moototaati duraaniiti habashoonni islaamummaa jaallatamuuf moototaa islaamoonni qulqulleessina,0
wixinee labsii lak caffeen bulchiinsaafi murteessuuf badhoos raggaasee caffeef wixineen,0
misikina farisa jaladesaa raabbisa obolewan abdilee ajjesuu rabi farrista hincaqasnuu,0
yaadu yaalman eromon yaadachiifnu yagasoo sigudate fbn yaade jiramoo yaadduu,0
galloo arsiis butuu gaantee namme naftenga kassariinii hiribatu saliha laama,1
breaking news hangaas zerai metekel masayyuu debresion highland salaaminoo masayu,0
raayyaan shiree berhaanuu oolcheera mekele berhaanuun adwaan ittisa achuu achuun,0
dawon daawon dawwon dawan dawun dawoon shaneee dwon kusummmmm dawo,1
bolchuuf dheerati haxoofte hawwiifi isaanin ballessatani gababsanii dimokrasiti hidhaaman habashootaan,0
abiyyin tayyichee guddifach booyin abiyidhaa bareeddaa abiyot robaa abiyyoot bbs,0
adiventistii degol bomb link salphise yoha poolisiin channel araadaa olaa,0
ajesaa jabatuu jaruu badadha bad jarii jaranaa uffatta jarjaraan jajabeesa,0
xiqqaacha dhiqqaadha duudee qaawwii dhukkubne habbuuqqatte dhalacha shaafta haphachuun alerjikii,0
bayyee ulugadhaa uuffffiiii dhukkuubuti dherressuu nujiradhuu gudadhaa galatoomi dhugadhaa jaala,0
ciccimoon ciccimoo odeessitoota deribee oobbo dudduubatti vaccine maallaqatti hojjettoota harkisan,0
gafiin yokin gariin muraani baanttufiti baalesun daandahama ijanoo dhiinii dubattee,0
affan namarraa dhaya naanneffatu akhrirti akkasumattan nabiraa nagaafadhu ajayu dhiqata,0
jedhamaa dadhabin oromootin affaan jedheem kosbaara kamsaroo gudisna tabaal dinbilallaa,0
baannu amaaraatiin amaaraanis gonni amatus deemudha amanuu baattanis azaan hiwiin,0
ficaani bicaadha hiriiraniin dokiteri qulqulluutti narsiistoonni jaallata imo haleelan coqorsi,0
walnyaachisif facaasuf sobduufi umatta yaaltu harasi chunqurfamaa geesan gegefamma walluman,1
jhemmerta tiruudhakaa duhui gnaaf tigrawaayi mekel tiyoodor darbeef tigraayi tigree,0
taayyee dureeshaneee tawalwallee taayyu taayichokoo wallaale taateewwan kibxata tole walloo,0
dagatuusi taayicha murxuxxee horanee barbaadderee horanamee diriibaa nyaachuu dagatuu dabarfachuu,0
caaalaa eysaa gantuuu jirtaan calaa qeeroo nytuu jawweeeeee gubaataa goowwaa,0
sanmadden parzeit meteklan kebeles fagaachaa faarfamne keebeelee tekotsir seraamikii zemaal,0
buddeena rabiisaan isihaa tobbu quubsitu caaltuuti daphoon del haammattee budaa,0
asmaraa asmaraatti rukutamtee eertiraa dhohinsi rookeetota rookeetotni amaryna furguggifaman keessummeessitee,0
enyunni karaaleen maloonni argannu gudeedaman kondminiyeemi kotifin dachiidha gurguraniiru dammaqeera,0
gorsa gowwoomsuu tinkoro qabinuu nbaat kennaniiti caqasiisu farsinee sih gorsaniiti,0
jaldeeysa buyii idosa tanen galtni sareelee sah ii saree atti,1
tanaan isaanitii gaallaati labsaniini rayyan hinbettani waranu qabsaaya hoyyiii inafituuu,1
jawwee opdodha gurgurate araaramtee sochosii bojitee califnaan killo dhageette giddittidhaa,0
